paper,year,month,title,outlet
w27161,2020,5,When Coercive Economies Fail: The Political Economy of the US South After the Boll Weevil,NA
w27162,2020,5,College Achievement and Attainment Gaps: Evidence from West Point Cadets,NA
w27163,2020,5,Robbing Peter to Pay Paul: Understanding How State Tax Credits Impact Charitable Giving,NA
w27164,2020,5,Marginal Net Taxation of Americans' Labor Supply,NA
w27165,2020,5,The Economics of Time-Limited Development Options: The Case of Oil and Gas Leases,NA
w27166,2020,5,Reopening Under COVID-19: What to Watch For,NA
w27167,2020,5,Using Disasters to Estimate the Impact of Uncertainty,NA
w27168,2020,5,When Selling Becomes Viral: Disruptions in Debt Markets in the COVID-19 Crisis and the Fed's Response,2
w27169,2020,5,The Contribution of Chinese Diaspora Researchers to Global Science and China's Catching Up in Scientific Research,NA
w27170,2020,5,"The Accumulation of Human and Market Capital in the United States: The Long View, 1948--2013",NA
w27171,2020,5,China's Model of Managing the Financial System,NA
w27172,2020,5,Optimal Contracting with Altruistic Agents: A Structural Model of Medicare Payments for Dialysis Drugs,NA
w27173,2020,5,Effects of the COVID-19 Pandemic on Outpatient Providers in the US,NA
w27174,2020,5,The Influence of Early Life Health Conditions on Life Course Health,NA
w27175,2020,5,Bayesian Adaptive Clinical Trials for Anti-Infective Therapeutics during Epidemic Outbreaks,NA
w27176,2020,5,Estimating Probabilities of Success of Vaccine and Other Anti-Infective Therapeutic Development Programs,NA
w27177,2020,5,The Economic Impact of Access to Public Four-Year Colleges,NA
w27178,2020,5,Deliberate Surrender? The Impact of Interwar Indian Protection,NA
w27179,2020,5,Savings and Saving Rates: Up or Down?,NA
w27180,2020,5,The Incidence of Foreign Market Accessibility on Farmland Rental Rates,NA
w27181,2020,5,Innovation in the U.S. Government,NA
w27182,2020,5,Latent Dirichlet Analysis of Categorical Survey Expectations,NA
w27183,2020,5,Launching with a Parachute: The Gig Economy and New Business Formation,2
w27184,2020,5,"The Size and Life-cycle Growth of Plants: The Role of Productivity, Demand and Wedges",NA
w27185,2020,5,"Accounting for Global COVID-19 Diffusion Patterns, January-April 2020",2
w27186,2020,5,Confidence Management in Tournaments,NA
w27187,2020,5,The Relationship between In-Person Voting and COVID-19: Evidence from the Wisconsin Primary,2
w27188,2020,5,Public Procurement in Law and Practice,NA
w27189,2020,5,Trust and Insurance Contracts,NA
w27190,2020,5,How Sticky is Retirement Behavior in the U.S.? Responses to Changes in the Full Retirement Age,NA
w27191,2020,5,"COVID-19 and Emerging Markets: A SIR Model, Demand Shocks and Capital Flows",NA
w27192,2020,5,"Information, Technology Adoption and Productivity: The Role of Mobile Phones in Agriculture",NA
w27193,2020,5,The Declining Worker Power Hypothesis: An explanation for the recent evolution of the American economy,2
w27194,2020,5,Issue Salience and Political Stereotypes,NA
w27195,2020,5,Interest Rates and the Design of Financial Contracts,NA
w27196,2020,5,Males at the Tails: How Socioeconomic Status Shapes the Gender Gap,NA
w27197,2020,5,Correcting Estimates of Electric Vehicle Emissions Abatement: Implications for Climate Policy,NA
w27198,2020,5,Identification of Time-Inconsistent Models: The Case of Insecticide Treated Nets,NA
w27199,2020,5,Foreign Exchange Order Flow as a Risk Factor,NA
w27200,2020,5,Can the World's Poor Protect Themselves from the New Coronavirus?,NA
w27201,2020,5,Urbanization in the Developing World: Too Early or Too Slow?,2
w27202,2020,5,Modeling the Impacts of Agricultural Support Policies on Emissions from Agriculture,NA
w27203,2020,5,"Patents, Innovation, and Development",NA
w27204,2020,5,Cigarette Taxes and Smoking in the Long Run,NA
w27205,2020,5,Do Environmental Markets Cause Environmental Injustice? Evidence from California's Carbon Market,NA
w27206,2020,5,"Innovation, Growth and Structural Change in American Agriculture",NA
w27207,2020,5,Can the Covid Bailouts Save the Economy?,NA
w27208,2020,5,"Corporate Hiring under COVID-19: Labor Market Concentration, Downskilling, and Income Inequality",NA
w27209,2020,5,Housing Search Frictions: Evidence from Detailed Search Data and a Field Experiment,NA
w27210,2020,5,Collateralized Marriage,NA
w27211,2020,5,"Heterogeneous Actions, Beliefs, Constraints and Risk Tolerance During the COVID-19 Pandemic",NA
w27212,2020,5,Financing Vaccines for Global Health Security,NA
w27213,2020,5,In Search of Distress Risk in Emerging Markets,2
w27214,2020,5,Cyclical Lending Standards: A Structural Analysis,2
w27215,2020,5,The Economics of Urban Density,2
w27216,2020,5,US Unemployment Insurance Replacement Rates During the Pandemic,2
w27217,2020,5,The Long-Term Cognitive and Schooling Effects of Childhood Vaccinations in China,NA
w27218,2020,5,Implications of Stochastic Transmission Rates for Managing Pandemic Risks,2
w27219,2020,5,Global Comparatives Statics in General Equilibrium: Model Building from Theoretical Foundations,2
w27220,2020,5,The Cost of Privacy: Welfare Effects of the Disclosure of COVID-19 Cases,2
w27221,2020,5,When is Debt Odious? A Theory of Repression and Growth Traps,NA
w27222,2020,5,Tokenomics: Dynamic Adoption and Valuation,2
w27223,2020,5,Voluntary Regulation: Evidence from Medicare Payment Reform,1
w27224,2020,5,Global Supply Chains in the Pandemic,2
w27225,2020,5,Deputization,NA
w27226,2020,5,Bounding the Predictive Values of COVID-19 Antibody Tests,NA
w27227,2020,5,Necessary Evidence For A Risk Factor's Relevance,NA
w27228,2020,5,The Macroeconomics of a Pandemic: A Minimalist Model,NA
w27229,2020,5,Were Urban Cowboys Enough to Control COVID-19? Local Shelter-in-Place Orders and Coronavirus Case Growth,2
w27230,2020,5,Spatial Misallocation in Chinese Housing and Land Markets,NA
w27231,2020,5,The term structure of CIP violations,NA
w27232,2020,5,The Hammer and the Scalpel: On the Economics of Indiscriminate versus Targeted Isolation Policies during Pandemics,2
w27233,2020,5,Three Myths about Federal Regulation,NA
w27234,2020,5,Why Has the US Economy Recovered So Consistently from Every Recession in the Past 70 Years?,3
w27235,2020,5,Impacts of State Reopening Policy on Human Mobility,NA
w27236,2020,5,Mobility Zones,2
w27237,2020,5,The Persuasive Effect of Fox News: Non-Compliance with Social Distancing During the Covid-19 Pandemic,NA
w27238,2020,5,The Seeds of Ideology: Historical Immigration and Political Preferences in the United States,NA
w27239,2020,5,Deglobalizaion and Social Safety Nets in Post-Covid-19 Era: Textbook Macroeconomic Analysis,NA
w27240,2020,5,Persistent Effects of Violent Media Content,NA
w27241,2020,5,Human Capital Investment in the Presence of Child Labor,NA
w27242,2020,5,Sufficient Statistics Revisited,2
w27243,2020,5,The Adverse Effect of the COVID-19 Labor Market Shock on Immigrant Employment,NA
w27244,2020,5,Reopening Scenarios,NA
w27245,2020,5,"Fatalism, Beliefs, and Behaviors During the COVID-19 Pandemic",NA
w27246,2020,5,The Impacts of COVID-19 on Minority Unemployment: First Evidence from April 2020 CPS Microdata,NA
w27247,2020,5,A Unifying Approach to Measuring Climate Change Impacts and Adaptation,NA
w27248,2020,5,Panel Forecasts of Country-Level Covid-19 Infections,2
w27249,2020,7,COVID-19 and Implications for Automation,NA
w27250,2020,5,"Research Registries: Facts, Myths, and Possible Improvements",NA
w27251,2020,5,Cost Saving and the Freezing of Corporate Pension Plans,2
w27252,2020,5,Are Trade Agreements Good For You?,NA
w27253,2020,5,Competition Laws and Corporate Innovation,NA
w27254,2020,5,Transportation Infrastructure in the US,3
w27255,2020,5,Retaliatory Use of Public Standards in Trade,2
w27256,2020,5,Banks as Lenders of First Resort: Evidence from the COVID-19 Crisis,2
w27257,2020,5,Robust Identification of Investor Beliefs,2
w27258,2020,5,Bank Market Power and Monetary Policy Transmission: Evidence from a Structural Estimation,NA
w27259,2020,5,Measuring the Spatial Distribution of Health Rankings in the United States,2
w27260,2020,5,An Experimental Comparison of Carbon Pricing Under Uncertainty in Electricity Markets,NA
w27261,2020,5,Building Better Retirement Systems in the Wake of the Global Pandemic,NA
w27262,2020,5,Simplified Electricity Market Models with Significant Intermittent Renewable Capacity: Evidence from Italy,NA
w27263,2020,5,Breaking Routine for Energy Savings: An Appliance-level Analysis of Small Business Behavior under Dynamic Prices,NA
w27264,2020,5,COVID-19 Doesn't Need Lockdowns to Destroy Jobs: The Effect of Local Outbreaks in Korea,2
w27265,2020,5,"Framing, Information, and Welfare",NA
w27266,2020,5,Reconstructing the Yield Curve,2
w27267,2020,5,Dying to Work: Effects of Unemployment Insurance on Health,NA
w27268,2020,5,The Great Migration of Black Americans from the US South: A Guide and Interpretation,2
w27269,2020,5,Measuring the Effect of Student Loans on College Persistence,NA
w27270,2020,5,Common Practice: Spillovers from Medicare on Private Health Care,NA
w27271,2020,5,Subjective Expectations and Demand for Contraception,NA
w27272,2020,5,Inside the Mind of a Stock Market Crash,NA
w27273,2020,5,How Should Policy Responses to the COVID-19 Pandemic Differ in the Developing World?,NA
w27274,2020,5,How to Get Away with Merger: Stealth Consolidation and Its Effects on US Healthcare,NA
w27275,2020,5,Deadly Debt Crises: COVID-19 in Emerging Markets,NA
w27276,2020,5,"The Welfare Cost of a Current Account Imbalance: A ""Clean"" Effect",NA
w27277,2020,5,Divided We Stay Home: Social Distancing and Ethnic Diversity,2
w27278,2020,5,Flying or Trapped?,NA
w27279,2020,5,Post-9/11 War Deployments Increased Crime among Veterans,NA
w27280,2020,5,Effects of Social Distancing Policy on Labor Market Outcomes,NA
w27281,2020,5,Nonlinear Production Networks with an Application to the Covid-19 Crisis,NA
w27282,2020,5,India's Lockdown: An Interim Report,2
w27283,2020,5,Expectations of Fundamentals and Stock Market Puzzles,NA
w27284,2020,5,What's Driving Entrepreneurship and Innovation in the Transport Sector?,3
w27285,2020,5,The Environmental Benefits from Transportation Electrification: Urban Buses,NA
w27286,2020,5,"Income Distribution, International Integration, and Sustained Poverty Reduction",NA
w27287,2020,5,Spatial Economics for Granular Settings,NA
w27288,2020,5,Disguising Prejudice: Popular Rationales as Excuses for Intolerant Expression,NA
w27289,2020,5,Epidemic Responses Under Uncertainty,NA
w27290,2020,5,Consumption Insurance in Networks with Asymmetric Information,2
w27291,2020,5,"Yield Performance of Corn under Heat Stress: A Comparison of Hybrid and Open-Pollinated Seeds during a Period of Technological Transformation, 1933-1955",NA
w27292,2020,5,The Anatomy of the Transmission of Macroprudential Policies,NA
w27293,2020,6,Statistical Decision Properties of Imprecise Trials Assessing COVID-19 Drugs,NA
w27294,2020,6,Disparities in Vulnerability to Severe Complications from COVID-19 in the United States,NA
w27295,2020,6,Wall Street vs. Main Street QE,NA
w27296,2020,6,The Evolution of CEO Compensation in Venture Capital Backed Startups,NA
w27297,2020,6,The Food Problem and the Aggregate Productivity Consequences of Climate Change,NA
w27298,2020,6,Experimental Evidence on Alternative Policies to Increase Learning at Scale,NA
w27299,2020,6,Social Proximity to Capital: Implications for Investors and Firms,NA
w27300,2020,6,Search Frictions and Efficiency in Decentralized Transportation Markets,NA
w27301,2020,6,Reciprocity versus Reelection,NA
w27302,2020,6,The Long-Run Effects of School Racial Diversity on Political Identity,2
w27303,2020,6,Plants in Space,NA
w27304,2020,6,"What We Know and Don't Know about Climate Change, and Implications for Policy",3
w27305,2020,6,A Liberalization Spillover: From Equities to Loans,NA
w27306,2020,6,Medicaid Expansion and the Mental Health of College Students,2
w27307,2020,6,Revenue at Risk in Coal-Reliant Counties,3
w27308,2020,6,Imperfect Macroeconomic Expectations: Evidence and Theory,3
w27309,2020,6,The Impact of Covid-19 on Small Business Owners: Evidence of Early-Stage Losses from the April 2020 Current Population Survey,NA
w27310,2020,6,Predicting Social Tipping and Norm Change in Controlled Experiments,2
w27311,2020,6,Program Recertification Costs: Evidence from SNAP,2
w27312,2020,6,My Professor Cares: Experimental Evidence on the Role of Faculty Engagement,NA
w27313,2020,6,Monetary Policy with Opinionated Markets,NA
w27314,2020,6,"Does Poverty Change Labor Supply? Evidence from Multiple Income Effects and 115,579 Bags",NA
w27315,2020,6,Short-run Effects of COVID-19 on U.S. Worker Transitions,NA
w27316,2020,6,Weak Credit Covenants,NA
w27317,2020,6,No Firm is an Island? How Industry Conditions Shape Firms' Aggregate Expectations,NA
w27318,2020,6,Gender Differences in Negotiation: Evidence from Real Estate Transactions,2
w27319,2020,6,Broad Bracketing for Low Probability Events,2
w27320,2020,6,Civic Capital and Social Distancing during the Covid-19 Pandemic,2
w27321,2020,6,The Employment Impact of Green Fiscal Push: Evidence from the American Recovery Act,NA
w27322,2020,6,Are the Effects of Adoption and Termination of Shelter-in-Place Orders Symmetric? Evidence from a Natural Experiment,NA
w27323,2020,6,"Reserve Accumulation, Macroeconomic Stabilization, and Sovereign Risk",NA
w27324,2020,6,"Policing the Police: The Impact of ""Pattern-or-Practice"" Investigations on Crime",NA
w27325,2020,6,Imperfect Competition and Rents in Labor and Product Markets: The Case of the Construction Industry,NA
w27326,2020,6,"Holiday, Just One Day Out of Life: Birth Timing and Post-natal Outcomes",NA
w27327,2020,6,Belief Elicitation: Limiting Truth Telling with Information on Incentives,NA
w27328,2020,6,Taxes and the Revaluation of Household Wealth,NA
w27329,2020,6,Understanding Spatial Variation in COVID-19 across the United States,NA
w27330,2020,6,Working Remotely and the Supply-side Impact of Covid-19,2
w27331,2020,6,Why Didn't the College Premium Rise Everywhere? Employment Protection and On-the-Job Investment in Skills,NA
w27332,2020,6,The Great Disconnect: The Decoupling of Wage and Price Inflation in Japan,NA
w27333,2020,6,"Temperature, Disease, and Death in London: Analyzing Weekly Data for the Century from 1866-1965",2
w27334,2020,6,Cities and Smoking,2
w27335,2020,6,Estimating and Forecasting Disease Scenarios for COVID-19 with an SIR Model,NA
w27336,2020,6,Sibling Correlation in Educational Attainment: A Test of Genetic Nurture,NA
w27337,2020,6,Party On: The Labor Market Returns to Social Networks and Socializing,NA
w27338,2020,6,Concentration and Agglomeration of IT Innovation and Entrepreneurship: Evidence from Patenting,3
w27339,2020,6,An Event Study of COVID-19 Central Bank Quantitative Easing in Advanced and Emerging Economies,NA
w27340,2020,6,Trading Off Consumption and COVID-19 Deaths,2
w27341,2020,6,Searching for Approval,NA
w27342,2020,6,Exchange Rates and Asset Prices in a Global Demand System,NA
